Nazwa,Lokalizacja,Paliwo,Rok,Cena,Przebieg,Pojemnosc,marka,model
Kia Ceed 1.0 T-GDI M,Chorzów,Benzyna,2022,91000,1,998,Kia,Ceed
Mercedes-Benz Klasa C,Marki,Diesel,2018,134900,151000,1950,Mercedes-Benz,0
Opel Astra VI 1.5 CDTI Elegance S&S,Warszawa,Diesel,2023,131900,1,1498,Opel,Astra
Mercedes-Benz GLA,Piaseczno,Benzyna,2021,144900,45867,1332,Mercedes-Benz,0
Volkswagen Passat 2.0 Comfortline,Poświętne,Benzyna,2001,9900,192728,1984,Volkswagen,Passat
Hyundai i20 1.0 T-GDi Modern,Warszawa,Benzyna,2023,77700,1,1950,Hyundai,i20
Mercedes-Benz Klasa E 300 de 4Matic T 9G-TRONIC AMG Line,Działdowo,Hybryda,2020,96900,71000,1699,Mercedes-Benz,0
Mercedes-Benz Klasa B 170 BlueEFFICIENCY,Rzeszów,Benzyna+LPG,2007,16999,270000,998,Mercedes-Benz,0
Hyundai i20 1.0 T-GDi Modern,Warszawa,Benzyna,2023,82200,1,1969,Hyundai,i20
BMW Seria 3 325i,Augustów,Benzyna,1987,30000,284744,2993,BMW,Seria 3
Alfa Romeo GT 2.0JTS Progression,Wejherowo,Benzyna,2006,11999,159000,1332,Alfa Romeo,0
Mercedes-Benz Klasa A,Poznań,Hybryda,2023,219900,5,1332,Mercedes-Benz,0
Mercedes-Benz Klasa A,Poznań,Benzyna,2023,174900,5,1598,Mercedes-Benz,0
Hyundai Tucson 1.6 T-GDi 48V N Line 2WD DCT,Warszawa,Benzyna,2023,170190,1,1998,Hyundai,Tucson
Mazda MX-5,Warszawa,Benzyna,2023,154700,1,1397,Mazda,MX-5
Hyundai Tucson 1.6 T-GDi 48V N Line 2WD DCT,Warszawa,Benzyna,2023,170190,1,,Hyundai,Tucson
Nissan Qashqai,Chorzów,Benzyna,2022,132500,6400,,Nissan,Qashqai
Lincoln,Kielce,Benzyna,2017,249000,60200,,Pozostałe,0
Citroën C3 Picasso 1.4i Seduction,Warszawa,Benzyna,2012,25500,114995,,Citroën,C3
Hyundai Tucson 2.0 CRDi Active,Strzegom,Diesel,2005,13900,320000,1991,Hyundai,Tucson
Honda Jazz,Łódź,Benzyna,2016,51900,97000,1318,Honda,Jazz
Land Rover Discovery IV 3.0 SD V6 HSE,Grójec,Diesel,2014,95940,293000,2993,Rover,Discovery
Renault Clio 1.5 dCi Energy Intens,Toruń,Diesel,2016,38900,120000,1461,Renault,Clio
Skoda Octavia 1.5 TSI ACT Ambition,Stawiguda,Benzyna,2019,55000,194000,1498,Skoda,Octavia
Skoda Octavia,Gdańsk,Diesel,2018,95500,93346,1968,Skoda,Octavia
Ford F150,Wrocław,Benzyna,2015,136000,38000,5000,Ford,0
BMW Seria 4 420i GPF Advantage,Warszawa,Benzyna,2020,124900,61000,1998,BMW,Seria 4
Volkswagen T-Roc 1.5 TSI Life DSG,Łódź,Benzyna,2023,129200,10,1498,Volkswagen,T-Roc
Peugeot 508 1.6 T Active,Zielonczyn,Benzyna,2012,28900,199000,1598,Peugeot,508
Honda CR-V 2.2i DTEC 4WD Automatik Elegance,Żywiec,Diesel,2013,56000,218255,2199,Honda,CR-V
BMW Seria 4 420d Gran Coupe M Sport,Łomianki,Diesel,2016,96000,104000,1995,BMW,Seria 4
Audi A4,Lidzbark,Diesel,2015,55600,205155,1968,Audi,A4
Audi Q5 40 TFSI mHEV Quattro S Line S tronic,Chorzów,Benzyna,2023,261200,1,1984,Audi,Q5
Opel Insignia Grand Sport 1.6 Diesel Business Edition,Skołyszyn,Diesel,2018,46000,170000,1598,Opel,Insignia
Nissan X-Trail 1.5 VC-T e-POWER N-Connecta 2WD,Warszawa,Benzyna,2022,201700,1,1497,Nissan,X-Trail
Opel Zafira 1.9 CDTI Elegance,Kielce,Diesel,2006,13900,175500,1910,Opel,Zafira
Skoda Octavia Combi 1.9 TDI DPF Ambiente 4x4,Gdańsk,Diesel,2005,5500,277273,1896,Skoda,Octavia
Kia Ceed 1.5 T-GDI M,Katowice,Benzyna,2021,77900,66350,1482,Kia,Ceed
Renault Megane 1.5 Blue dCi Intens,Gdańsk,Diesel,2019,62900,94080,1461,Renault,Megane
Mercedes-Benz Klasa E 220 d Avantgarde,Brzoza,Diesel,2022,219900,23265,1993,Mercedes-Benz,0
BMW Seria 7 750d xDrive,Starachowice,Diesel,2012,116850,220000,2993,BMW,Seria 7
Volkswagen Passat,Żywiec,Benzyna,2016,66000,100000,1984,Volkswagen,Passat
Kia Sportage 1.6 GDI M 2WD,Katowice,Benzyna,2021,89900,54900,1591,Kia,Sportage
BMW Seria 3 320i xDrive M Sport,Kraków,Benzyna,2020,209000,33200,1998,BMW,Seria 3
Volvo XC 40 B3 Core,Warszawa,Benzyna,2023,167872,1,1969,Volvo,0
Opel Crossland 1.2 T Elegance,Warszawa,Benzyna,2023,95500,1,1199,Opel,0
Subaru Forester 2.0i-L Platinum (EyeSight) Lineartronic,Warszawa,Benzyna,2023,202000,1,1995,Subaru,Forester
Nissan Juke 1.6 Hybrid N-Connecta AMT,Warszawa,Benzyna,2023,138420,1,4395,Nissan,Juke
Skoda Octavia 1.5 TSI ACT Ambition,Grudziądz,Benzyna,2020,95500,52764,1598,Skoda,Octavia
Volkswagen T-Roc 1.5 TSI Life DSG,Łódź,Benzyna,2023,129200,10,1368,Volkswagen,T-Roc
Citroën C4 1.6 VTi Impress Pack,Częstochowa,Benzyna,2011,27900,139000,998,Citroën,C4
Dacia Spring Expression,Warszawa,Elektryczny,2023,109000,1,999,Dacia,0
Alfa Romeo Mito,Zbożenna,Benzyna,2009,21900,238000,2993,Alfa Romeo,0
Toyota Aygo,Olkusz,Benzyna,2006,11500,174000,1396,Toyota,Aygo
Skoda Fabia 1.0 TSI Monte Carlo,Rawicz,Benzyna,2020,55500,22000,1950,Skoda,Fabia
Hyundai ix20 1.4 blue Comfort,Kościan,Benzyna,2013,33900,44500,1598,Hyundai,ix20
Mercedes-Benz Klasa E 220 d 4-Matic 9G-TRONIC,Otwock,Diesel,2018,150000,104000,1969,Mercedes-Benz,0
Dacia Duster,Warszawa,Benzyna+LPG,2023,84800,1,1896,Dacia,Duster
Renault Captur 1.6 E-TECH Techno,Warszawa,Benzyna,2022,121315,1,1498,Renault,Captur
Volvo V40 Cross Country D3 Geartronic Summum,Płock,Diesel,2017,63700,199000,1332,Volvo,V40
Volkswagen Caddy 1.9 TDI Life (7-Si.),Zduńska Wola,Diesel,2005,19900,272000,999,Volkswagen,Caddy
Skoda Scala 1.5 TSI Monte Carlo DSG,Chorzów,Benzyna,2023,117500,1,1499,Skoda,Scala
Mercedes-Benz CLA,Bielsko-Biała,Benzyna,2023,175000,1,4951,Mercedes-Benz,0
Dacia Duster 1.0 TCe Expression,Warszawa,Benzyna+LPG,2023,83800,1,1461,Dacia,Duster
Peugeot 308 1.5 BlueHDi Business Line S&S,Gorlice,Diesel,2018,28905,184000,1332,Peugeot,308
Ford Mustang,Byczyna,Benzyna,2016,105000,150000,1461,Ford,Mustang
Nissan Qashqai 1.5 dCi I-Way,Poświętne,Diesel,2011,32900,175655,1968,Nissan,Qashqai
Mercedes-Benz CLA,Bielsko-Biała,Benzyna,2023,175000,1,2993,Mercedes-Benz,0
Renault Clio 1.5 dCi Energy Eco Zen,Siepraw,Diesel,2014,24900,221000,1995,Renault,Clio
Audi A4 2.0 TDI Quattro Design S tronic,Przasnysz,Diesel,2016,89900,249000,1560,Audi,A4
BMW 6GT 630d M Sport,Warszawa,Diesel,2018,195000,105500,998,BMW,0
BMW Seria 3 318d,Warszawa,Diesel,2004,7300,315000,3605,BMW,Seria 3
Citroën C5,Kamień Pomorski,Diesel,2013,23950,212000,,Citroën,C5
Toyota Yaris 1.0 Base,Wygoda,Benzyna,2002,6950,147700,,Toyota,Yaris
Chrysler Pacifica,Płońsk,Hybryda,2018,138000,140000,,Chrysler,0
Jaguar S-Type 3.0 V6 High,Tłuszcz,Benzyna+LPG,1999,10499,240000,2967,Jaguar,S-Type
Honda Civic 1.4 Sport,Ostrów Mazowiecka,Benzyna,2008,22900,170000,1339,Honda,Civic
Renault Captur 1.6 E-TECH Techno,Warszawa,Benzyna,2022,121315,1,1598,Renault,Captur
Lancia Voyager 3.6 Platinum Euro6,Radomsko,Benzyna,2014,74900,141000,3604,Lancia,Voyager
Volkswagen Multivan,Chęciny,Diesel,2016,149000,240000,1968,Volkswagen,Multivan
BMW X1 sDrive18i M Sport sport,Warszawa,Benzyna,2023,201590,1,1499,BMW,X1
Ford Kuga 2.0 TDCi Individual,Tarnobrzeg,Diesel,2013,48999,200000,1997,Ford,Kuga
Hyundai Tucson 1.6 T-GDi Smart 2WD,Chorzów,Benzyna,2023,121000,1,1598,Smart,Tucson
Skoda Kamiq 1.0 TSI Ambition,Lębork,Benzyna,2020,80000,35600,999,Skoda,Kamiq
Ford Fiesta 1.5 TDCi ECOnetic Titanium ASS,Konstantynowo,Diesel,2016,15900,125000,1498,Ford,Fiesta
Suzuki Swift 1.3 Club,Brzozów,Benzyna,2006,13900,167000,1328,Suzuki,Swift
Seat Ibiza 1.4i Stella,Kamieńsk,Benzyna,2000,4900,230000,1390,Seat,Ibiza
Land Rover Range Rover Evoque 2.0Si4 HSE Dynamic,Kielce,Benzyna,2017,132000,82000,1999,Rover,0
Toyota Prius 1.5 VVT-i Sol,Wrocław,Benzyna,2008,28500,212000,1497,Toyota,Prius+
Citroën Berlingo XL BlueHDi 130 SHINE,Rawicz,Diesel,2019,81500,71000,1499,Citroën,Berlingo
Hyundai I30 1.6 CRDi Base +,Warszawa,Diesel,2010,16700,220000,1582,Hyundai,0
Mercedes-Benz Klasa E 220 d 4-Matic Avantgarde,Katowice,Diesel,2023,252944,1,1993,Mercedes-Benz,0
Renault Arkana 1.3 TCe mHEV Techno EDC,Warszawa,Benzyna,2023,128492,1,1332,Renault,0
Fiat 500,Piaseczno,Elektryczny,2020,104900,300,1991,Fiat,500
Mercedes-Benz GLC,Piaseczno,Hybryda,2021,249900,36850,1991,Mercedes-Benz,0
Mercedes-Benz GLA,Piaseczno,Diesel,2020,184900,60900,999,Mercedes-Benz,0
Nissan Micra,Piaseczno,Benzyna,2022,74900,25000,1086,Nissan,Micra
Hyundai i10,Krosno,Benzyna,2009,12900,165300,1993,Hyundai,i10
Citroën DS3 1.6 THP Ultra Prestige,Wieluń,Benzyna,2010,19500,170775,1582,DS,DS3
Kia Ceed Cee'd 1.6 CRDi L DCT,Łódź,Diesel,2016,6150,165000,2483,Kia,Ceed
Ford Kuga Vignale 2.5 PHEV FWD,Warszawa,Hybryda,2022,204200,1,1560,Ford,Kuga
Citroën C4 Grand Picasso 1.6 e-HDi Attraction,Kórnik,Diesel,2014,38900,166000,1997,Citroën,C4
Ford Kuga 2.0 TDCi 4WD Trend,Świętochłowice,Diesel,2009,37000,190600,998,Ford,Kuga
Hyundai i10 1.0 Comfort,Cieszyn,Benzyna,2015,34500,62000,1997,Hyundai,i10
Ford Mondeo,Istebna,Diesel,2015,50000,320000,,Ford,Mondeo
Ford Mondeo,Istebna,Diesel,2015,50000,320000,1997,Ford,Mondeo
Seat Leon,Krosno,Benzyna+LPG,2007,15900,326000,1595,Seat,Leon
Volkswagen Caddy,Bydgoszcz,Diesel,2018,59900,222155,1968,Volkswagen,Caddy
Skoda Octavia Combi 2.0 TDI DPF Laurin & Klement,Dobiegniew,Diesel,2007,12900,306917,1968,Skoda,Octavia
Toyota Hilux 2.4 D-4D Double Cab DL 4x4,Warszawa,Diesel,2019,134070,100000,2393,Toyota,Hilux
Mercedes-Benz ML 350 BlueTec 4-Matic,Szczecin,Diesel,2013,95000,236000,2987,Mercedes-Benz,0
Audi A6 2.0 TFSI Quattro S tronic,Ostrowiec Świętokrzyski,Benzyna,2016,111500,208000,1984,Audi,A6
Citroën C5 Aircross 1.6 PHEV Shine EAT8,Stare Bielice,Benzyna,2022,194900,3500,1598,Citroën,C5
Volvo V60,Łódź,Diesel,2015,45000,259000,1969,Volvo,V60
Mercedes-Benz Klasa A,Piaseczno,Benzyna,2022,144900,21298,1332,Mercedes-Benz,0
Mercedes-Benz Klasa C,Piaseczno,Benzyna,2018,144900,62201,1497,Mercedes-Benz,0
Hyundai Tucson 1.6 T-GDi Executive 2WD,Chorzów,Benzyna,2023,127900,1,1598,Hyundai,Tucson
Opel Mokka,Piaseczno,Diesel,2017,59900,94250,1598,Opel,Mokka
Mercedes-Benz GLC,Piaseczno,Diesel,2019,184900,38650,1950,Mercedes-Benz,0
Toyota Auris,Warszawa,Hybryda,2018,93900,41930,1798,Toyota,Auris
Audi Q3 2.0 TDI Quattro S tronic,Libiąż,Diesel,2012,63990,142000,1968,Audi,Q3
MINI John Cooper Works ALL4 sport,Brzesko,Benzyna,2019,122000,59014,1998,MINI,0
Skoda Octavia 1.9 TDI Classic,Konin,Diesel,2009,17900,216400,1896,Skoda,Octavia
Audi A6 2.0 TFSI quattro S tronic,Gdańsk,Benzyna,2015,79999,159000,1984,Audi,A6
Volkswagen Crafter,Warszawa,Diesel,2023,237672,170500,1968,Volkswagen,Crafter
Audi A8 4.2 TDI DPF (clean diesel) quattro tiptronic Lang,Wrocław,Diesel,2014,165000,195000,4134,Audi,A8
Volvo V60 D4 Drive-E R-Design Kinetic,Warszawa,Diesel,2015,59000,125000,1969,Volvo,V60
Hyundai Tucson,Warszawa,Diesel,2016,72000,3,1995,Hyundai,Tucson
Citroën C5 Aircross 1.5 BlueHDi Shine EAT8,Stare Bielice,Diesel,2022,152450,197000,1499,Citroën,C5
BMW Seria 3,Starogard Gdański,Benzyna,1999,12500,91800,1895,BMW,Seria 3
Ford Fiesta 1.1 Trend,Warszawa,Benzyna,2017,46900,250000,1084,Ford,Fiesta
Fiat Doblo 1.6 16v Active / ELX,Starogard Gdański,Benzyna,2003,9950,173000,1596,Fiat,Doblo
Audi A6 2.0 TDI Quattro S tronic,Zbytków,Diesel,2017,99900,113125,1968,Audi,A6
Audi Q3 2.0 TDI Prime Edition,Ostrowiec Świętokrzyski,Diesel,2012,67900,55000,1968,Audi,Q3
Volkswagen T-Roc 1.5 TSI Style DSG,Warszawa,Benzyna,2022,146067,1,1498,Volkswagen,T-Roc
Toyota Corolla 1.6 Active,Warszawa,Benzyna,2016,43900,227000,1598,Toyota,Corolla
Volvo V60 D4,Zbąszyń,Diesel,2019,67500,229200,1969,Volvo,V60
Audi Q5 2.0 TDI Quattro S tronic,Świnoujście,Diesel,2012,73900,189000,1968,Audi,Q5
Volvo XC 90,Warszawa,Benzyna,2017,239727,131977,1969,Volvo,0
Audi A4 Avant 1.9 TDI,Pogórska Wola,Diesel,2002,15900,186216,1896,Audi,A4
Audi Q7 3.0 TDI Quattro Tiptronic,Rybnik,Diesel,2015,149900,197231,2967,Audi,Q7
Jeep Grand Cherokee Gr 3.6 V6 Overland,Radom,Benzyna,2014,110900,97633,3604,Jeep,0
Peugeot 508 1.6 HDi Active,Grudziądz,Diesel,2012,31900,194112,1560,Peugeot,508
Audi A7 3.0 TDI Quattro Tiptronic,Toruń,Diesel,2010,85555,246214,2967,Audi,A7
Suzuki SX4 S-Cross 1.5 Strong Hybrid Premium AGS,Warszawa,Benzyna,2023,127890,1,1462,Suzuki,SX4
Dacia Sandero 1.0 TCe Expression,Opole,Benzyna+LPG,2023,75200,10,999,Dacia,Sandero
Peugeot 207,Rybnik,Benzyna+LPG,2010,14000,198000,1360,Peugeot,207
Citroën Jumper,Augustówka,Diesel,2013,35900,271847,2198,Citroën,Jumper
Volvo XC 90 T6 AWD Inscription,Kraków,Benzyna,2016,145000,201000,1969,Volvo,0
Fiat Freemont 2.0 Multijet Black Code AWD,Bełchatów,Diesel,2015,59900,142348,1956,Fiat,Freemont
Renault Talisman,Opole,Diesel,2017,65000,141000,1598,Renault,Talisman
Renault Scenic 1.6dCi Energy Bose Edition,Książenice,Diesel,2012,22000,242258,1598,Renault,Scenic
Opel Astra V 1.6 CDTI Elite S&S,Gostynin,Diesel,2017,44900,106000,1598,Opel,Astra
Volvo V40 T3 Kinetic,Kraków,Benzyna,2013,49900,77000,1596,Volvo,V40
Opel Astra 1.4 Turbo Dynamic,Żelazowa Wola,Benzyna,2016,44900,129000,1399,Opel,Astra
Volkswagen Polo 1.2 CityLine,Przedbórz,Benzyna,2013,30900,53700,1198,Volkswagen,Polo
Ford Kuga 2.0 TDCi AWD Titanium,Dragacz,Diesel,2018,94900,50000,1997,Ford,Kuga
Volvo V40 D2 Drive-E Ocean Race,Zgierz,Diesel,2016,51900,203000,1969,Volvo,V40
Opel Grandland X 1.5 D Start/Stop Automatik Business INNOVATION,Płock,Diesel,2018,74900,150000,1499,Opel,0
Land Rover Range Rover Evoque 2.0 P200 mHEV SE,Wrocław,Benzyna,2020,193000,12100,1998,Rover,0
Audi A1 1.6 TDI Ambition,Oświęcim,Diesel,2012,29000,125000,1598,Audi,A1
Audi A4 35 TFSI mHEV S tronic,Warszawa,Benzyna,2023,174738,1,1984,Audi,A4
BMW Seria 4 420d Sport Line,Kraków,Diesel,2015,100500,124943,1995,BMW,Seria 4
Audi A6 Avant 2.8 FSI multitronic,Żary,Benzyna,2009,33900,203374,2773,Audi,A6
Audi A3 2.0 TDI Ambition,Pawłowice,Diesel,2008,13900,270000,1968,Audi,A3
Honda HR-V 1.6 i-DTEC Executive (ADAS),Końskie,Diesel,2017,74990,140000,1597,Honda,HR-V
Audi A4,Warszawa,Benzyna,2023,174110,1,1984,Audi,A4
Peugeot 207 Outdoor 1.6 HDi,Szczecin,Diesel,2010,22000,153000,1560,Peugeot,207
Nissan Leaf 40kWh Acenta (6.6 kW),Łódź,Elektryczny,2019,99790,49999,1984,Nissan,0
Volkswagen Passat 2.0 TSI Comfortline,Warszawa,Benzyna,2011,37000,163543,1596,Volkswagen,Passat
Fiat Stilo,Biskupice,Benzyna,2005,5900,237000,5210,Fiat,Stilo
Jeep Grand Cherokee Gr 5.2 Limited,Siewierz,Benzyna,1994,34999,161000,2477,Jeep,0
Mitsubishi L200,Kraków,Diesel,2007,65000,123714,2894,Mitsubishi,0
Audi RS5 Quattro Tiptronic,Zaniemyśl,Benzyna,2019,259000,35000,1598,Audi,RS5
Skoda Octavia 1.6 TDI Ambition,Katowice,Diesel,2016,45190,154255,1199,Skoda,Octavia
Opel Astra VI 1.2 T Edition S&S,Warszawa,Benzyna,2023,107000,1,1968,Opel,Astra
Audi A6 40 TDI mHEV Sport S tronic,Gdańsk,Diesel,2021,179900,31000,2998,Audi,A6
Audi A3 45 TFSI e S Line S tronic,Warszawa,Hybryda,2023,215878,1,1598,Audi,A3
Opel Astra 1.6 Innovation,Łagów,Benzyna,2012,19900,164500,1598,Opel,Astra
Nissan Note 1.6 Tekna,Krosno,Benzyna,2006,15900,187023,1461,Nissan,Note
Renault Clio,Gorzów Wielkopolski,Diesel,2015,8500,275000,1987,Renault,Clio
Toyota RAV4 2.0 4x4 Multidrive S Executive,Dragacz,Benzyna+LPG,2014,79900,165000,1395,Toyota,RAV4
Volkswagen Jetta 1.4 TSI BMT Highline DSG,Wysokie Mazowieckie,Benzyna,2019,68000,44230,1373,Volkswagen,Jetta
Suzuki Vitara 1.4 Boosterjet SHVS Premium 2WD,Zielona Góra,Benzyna,2021,87900,29809,1968,Suzuki,Vitara
Volkswagen T-Roc,Tarło Kolonia,Diesel,2019,93000,106000,2967,Volkswagen,T-Roc
BMW 3GT 330i GPF xDrive M Sport,Kraków,Benzyna,2017,134000,90452,1968,BMW,0
Skoda Octavia Combi 2.0 TDI DSG RS,Czechowice-Dziedzice,Diesel,2015,53900,263000,1991,Skoda,Octavia
Mercedes-Benz Klasa A 35 AMG 4-Matic 7G-DCT,Warszawa,Benzyna,2020,189900,22000,1999,Mercedes-Benz,0
Renault Grand Scenic 1.9 dCi XXL FAP Avantage,Starogard Gdański,Diesel,2010,17900,280000,1998,Renault,0
BMW X3 xDrive20i mHEV M Sport sport,Kraków,Benzyna,2023,257000,4000,1329,BMW,X3
Toyota Yaris 1.33 Premium,Tarnobrzeg,Benzyna,2013,34900,159000,1390,Toyota,Yaris
Volkswagen Polo 1.4 Basis,Tarnogóra,Benzyna,2002,9400,168800,2143,Volkswagen,Polo
Mercedes-Benz Klasa E 200 BlueTEC 7G-TRONIC Elegance,Pawłowice,Diesel,2012,34900,330000,,Mercedes-Benz,0
Mercedes-Benz Vito 116 CDI Tourer Extralang EDITION,Ostrów Wielkopolski,Diesel,2019,99500,161000,1950,Mercedes-Benz,0
Peugeot 308 1.5 BlueHDi Allure Pack S&S EAT8,Warszawa,Diesel,2023,137790,1,1499,Peugeot,308
Peugeot 308 1.5 BlueHDi Active Pack S&S EAT8,Warszawa,Diesel,2023,120597,1,1499,Peugeot,308
Citroën C3 1.2 PureTech Shine,Lubin,Benzyna,2019,54900,65200,1199,Citroën,C3
Volkswagen ID.5 77kWh Pro,Toruń,Elektryczny,2022,204900,10,2777,Volkswagen,0
Volkswagen ID.5 77kWh Pro,Toruń,Elektryczny,2022,204900,1,1685,Volkswagen,0
Jeep Wrangler Unlimited 2.8 CRD Sport,Kargowa,Diesel,2008,79999,179000,1998,Jeep,Wrangler
Kia Sportage 1.7 CRDI M 2WD,Bydgoszcz,Diesel,2013,47900,116000,1998,Kia,Sportage
Volkswagen ID.4 77kWh Pro,Toruń,Elektryczny,2022,219000,1,999,Volkswagen,0
BMW Seria 1 M135i xDrive,Warszawa,Benzyna,2023,244710,1,1984,BMW,Seria 1
Hyundai ix35 2.0 2WD Style,Dynów,Benzyna,2010,43900,100065,999,Hyundai,ix35
Dacia Duster 1.0 TCe Comfort,Tarnowskie Góry,Benzyna,2019,53000,25990,6400,Dacia,Duster
Volkswagen Tiguan,Gdańsk,Benzyna,2023,205900,1,2000,Volkswagen,Tiguan
Ford Focus 1.0 EcoBoost Connected,Łódź,Benzyna,2020,69900,126000,1482,Ford,Focus
RAM 2500,Warszawa,Benzyna,2018,96000,202000,1498,Pozostałe,0
Renault Talisman 1.6 Energy TCe Intens EDC,Warszawa,Benzyna,2016,75030,51224,1997,Renault,Talisman
Audi A4,Kowala,Benzyna,2004,14900,190000,1591,Audi,A4
Hyundai I30,Warszawa,Benzyna,2023,124100,1,1560,Hyundai,0
Skoda Fabia 1.5 TSI Monte Carlo DSG,Tarnowskie Góry,Benzyna,2022,114900,29425,1498,Skoda,Fabia
Ford S-Max 2.0 TDCi DPF Titanium MPS6,Lutynia,Diesel,2010,37500,195000,1968,Ford,0
Kia Pro_cee'd ProCeed 1.6 T-GDI GT DCT,Warszawa,Benzyna,2019,109470,95000,1995,Kia,0
Volvo V60,Bochnia,Diesel,2011,31000,246000,998,Volvo,V60
Volkswagen ID.4,Warszawa,Elektryczny,2022,174999,247,1461,Volkswagen,0
Volkswagen T-Roc 1.5 TSI GPF ACT Advance,Włocławek,Benzyna,2020,96500,39124,1595,Volkswagen,T-Roc
Skoda Superb 2.0 TDI SCR Style DSG,Słupsk,Diesel,2022,155000,39000,1598,Skoda,Superb
BMW Seria 5,Limanowa,Diesel,2013,68500,200005,1498,BMW,Seria 5
Toyota Yaris 1.0 VVT-i Comfort mit Design-Paket,Syców,Benzyna,2014,30900,38005,,Toyota,Yaris
Nissan Almera,Olszyny,Diesel,2004,4300,287107,,Nissan,Almera
Audi A3 1.6 Sportback Ambition,Szczecin,Benzyna,2002,15600,114873,,Audi,A3
Skoda Octavia,Gdańsk,Diesel,2016,49900,155000,,Skoda,Octavia
Skoda Octavia 1.5 TSI ACT Style,Świętochłowice,Benzyna,2020,105900,57398,,Skoda,Octavia
Volkswagen Passat 2.0 TDI Bi-Turbo BMT 4Mot Highline DSG,Rzeszów,Diesel,2015,77777,185000,1968,Volkswagen,Passat
Volvo XC 90 D5 AWD Executive,Szczecin,Diesel,2011,79950,256000,2400,Volvo,0
Land Rover Range Rover Evoque 2.0 D200 mHEV SE,Długołęka,Diesel,2022,229000,17700,1999,Rover,0
Renault Talisman 1.6 Energy dCi Intens,Bełchatów,Diesel,2016,54900,195667,1598,Renault,Talisman
Audi Q3 45 TFSI e S Line S tronic,Warszawa,Hybryda,2023,240911,1,1395,Audi,Q3
Honda Civic 1.8 Executive,Końskie,Benzyna,2015,60000,91000,1798,Honda,Civic
Toyota Yaris 1.0 Active,Pawłowice,Benzyna,2012,22900,241000,998,Toyota,Yaris
Skoda Superb 2.0 TDI SCR 4x4 L&K DSG,Katowice,Diesel,2021,70000,158800,1968,Skoda,Superb
Citroën DS3 1.6 HDi SportChic,Jarocin,Diesel,2015,28500,126652,1560,DS,DS3
Dodge Charger 3.6 SXT AWD,Łapy,Benzyna,2019,107500,149800,3604,Dodge,0
Volkswagen Caravelle 2.0 TDI L2 Comfortline,Libiąż,Diesel,2015,89990,250000,1968,Volkswagen,Caravelle
Volkswagen Golf VIII 1.5 TSI EVO Active,Chorzów,Benzyna,2023,115990,10,1498,Volkswagen,Golf
Seat Leon 1.2 TSI Start&Stop CONNECT,Radom,Benzyna,2015,42900,130000,1197,Seat,Leon
Volvo XC 90 2.4 D5 Executive,Szczecin,Diesel,2005,32900,233771,2401,Volvo,0
Mercedes-Benz W124 (1984-1993),Jarocin,Benzyna,1989,37900,196000,3000,Mercedes-Benz,0
BMW Seria 3 320Ci,Stalowa Wola,Benzyna,1997,31400,208430,1991,BMW,Seria 3
Citroën C5 1.6 HDi Attraction,Płock,Diesel,2011,15900,313000,1560,Citroën,C5
Volkswagen Scirocco 1.4 TSI,Łódź,Benzyna,2009,24500,207786,1390,Volkswagen,Scirocco
BMW Seria 5 520d Touring,Lędziny,Diesel,2013,57700,174670,1995,BMW,Seria 5
Ford Mondeo 2.0 TDCi Ghia,Strzelce Opolskie,Diesel,2010,18200,193000,1997,Ford,Mondeo
Ford Mondeo 2.0 TDCi Gold Edition PowerShift,Strzelce Opolskie,Diesel,2017,74000,70000,1997,Ford,Mondeo
Nissan Qashqai 1.6 Visia,Nowy Sącz,Benzyna,2011,35900,150000,1598,Nissan,Qashqai
Volkswagen Golf 1.6 TDI DPF Style,Gostynin,Diesel,2012,29500,237700,1598,Volkswagen,Golf
Volkswagen Passat 2.0 TDI Comfortline DSG,Ostrów Mazowiecka,Diesel,2011,34900,320000,1968,Volkswagen,Passat
Skoda Octavia 1.8 T FSI Ambiente,Warszawa,Benzyna,2007,19900,76000,1798,Skoda,Octavia
Hyundai ix35 1.7 CRDi Premium 2WD,Wschowa,Diesel,2014,45800,200000,1685,Hyundai,ix35
Renault Grand Scenic Gr 1.6 16V TomTom Edition,Kraków,Benzyna,2011,26999,179000,1598,Renault,0
Dacia Duster 1.5 dCi Laureate 4x4,Zgierz,Diesel,2014,43500,102800,1461,Dacia,Duster
Audi Q5,Czosnów,Hybryda,2021,254999,24100,1984,Audi,Q5
Kia Sportage,Kowala,Benzyna,2008,25900,170000,1975,Kia,Sportage
Lexus RX,Kowala,Hybryda,2006,47900,210000,3311,Lexus,0
BMW Seria 5 520d M Sport,Brzeg,Diesel,2018,149831,112731,1995,BMW,Seria 5
Seat Ateca 1.5 TSI Style S&S,Opole,Benzyna,2023,131173,8,1498,Seat,Ateca
BMW X3 sDrive18d Advantage,Lublin,Diesel,2017,85485,98800,1995,BMW,X3
Toyota Corolla,Czechowice-Dziedzice,Hybryda,2019,109900,26995,1798,Toyota,Corolla
Honda Jazz 1.2 i-VTEC,Gostynin,Benzyna,2009,18900,223100,1198,Honda,Jazz
BMW X1 sDrive18i M Sport,Warszawa,Benzyna,2023,185823,1,1499,BMW,X1
Volvo V50,Kowala,Benzyna,2007,16900,240000,1798,Volvo,V50
Renault Laguna,Kowala,Benzyna,2007,13900,230000,1998,Renault,Laguna
