marka,model,pojemnosc.skokowa.silnika,rodzaj.paliwa,rodzaj.pierwszego.paliwa.alternatywnego,data.pierwszej.rejestracji,data.pierwszej.rejestracji.w.kraju,data.ostatniej.rejestracji.w.kraju,data.wprowadzenia.danych,rejestracja.wojewodztwo,rejestracja.gmina,rejestracja.powiat,moc.netto.silnika,masa.wlasna,poziom.emisji.co2,srednie.zuzycie.paliwa,rok_produkcji
OPEL,ASTRA,1686,OLEJ NAPĘDOWY,"",2005-02-03,2012-06-14,2023-06-06,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,74,1393,,,2005
FORD,S-MAX,1997,OLEJ NAPĘDOWY,"",2006-11-10,2012-06-14,2023-06-12,"",DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,103,1743,,,2006
VOLKSWAGEN,PASSAT,1781,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),1997-06-06,2012-06-15,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,92,1390,,,1997
CHEVROLET,MATIZ,995,BENZYNA,"",2008-05-22,2012-06-18,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,49,870,,,2008
SKODA,OCTAVIA,1390,BENZYNA,"",2012-06-18,2012-06-18,2023-06-09,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,90,1235,,,2012
OPEL,VECTRA,1910,OLEJ NAPĘDOWY,"",2007-10-17,2012-06-19,2023-06-07,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,74,1585,,,2007
OPEL,ASTRA,1686,OLEJ NAPĘDOWY,"",2003-09-19,2012-06-19,2023-06-15,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,59,1178,,,2003
LINCOLN,NAVIGATOR,5403,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2003-06-04,2012-06-20,2023-06-07,"",DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,224,2630,,,2003
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2003-12-16,2012-06-21,2023-06-12,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,55,1264,,,2003
VOLKSWAGEN,BORA,1595,BENZYNA,"",1999-01-12,2012-06-22,2023-06-14,"",DOLNOŚLĄSKIE,ZŁOTORYJA,ZŁOTORYJSKI,74,1237,,,1998
CHEVROLET,CAPTIVA,2231,OLEJ NAPĘDOWY,"",2012-06-22,2012-06-22,2023-06-23,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,120,1868,,,2012
HYUNDAI,TUCSON,1991,OLEJ NAPĘDOWY,"",2006-10-06,2012-06-22,2023-06-14,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,103,1671,,,2006
FORD,MONDEO,1998,OLEJ NAPĘDOWY,"",2002-03-28,2012-06-25,2023-06-22,"",DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,85,1506,,,2002
FORD,FOCUS,1997,OLEJ NAPĘDOWY,"",2006-05-22,2012-06-25,2023-06-05,"",DOLNOŚLĄSKIE,MILICZ,MILICKI,100,1378,,,2006
SUZUKI,GRAND VITARA 2.0 L,1995,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2006-04-20,2012-06-25,2023-06-16,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,103,1600,,,2006
CHEVROLET,CRUZE,1998,OLEJ NAPĘDOWY,"",2012-06-27,2012-06-27,2023-06-22,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,120,1518,,,2012
FORD,FIESTA,1299,BENZYNA,"",2003-11-17,2012-06-28,2023-06-20,"",DOLNOŚLĄSKIE,ZŁOTORYJA,ZŁOTORYJSKI,44,1107,,,2003
VOLKSWAGEN,TOURAN,1896,OLEJ NAPĘDOWY,"",2005-03-30,2012-06-29,2023-06-21,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,77,1573,,,2005
BMW,320,1995,OLEJ NAPĘDOWY,"",2003-10-20,2012-07-02,2023-06-16,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,110,1580,,,2003
SKODA,OCTAVIA,1984,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2001-03-08,2012-07-02,2023-06-21,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,85,1325,,,2001
BMW,320,1991,BENZYNA,"",1995-06-12,2012-07-02,2023-06-06,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,110,1405,,,1994
FORD,MONDEO,1997,OLEJ NAPĘDOWY,"",2008-01-22,2012-07-02,2023-06-15,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,103,1557,,,2007
TOYOTA,AVENSIS 2.0 D,1995,OLEJ NAPĘDOWY,"",2005-03-31,2012-07-03,2023-06-19,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,85,1470,,,2005
PEUGEOT,206,1360,BENZYNA,"",2003-05-16,2012-07-03,2023-06-14,"",DOLNOŚLĄSKIE,LWÓWEK ŚLĄSKI,LWÓWECKI,55,1074,,,2003
RENAULT,MEGANE CABRIO,1461,OLEJ NAPĘDOWY,"",2006-04-03,2012-07-04,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,78,1395,,,2006
SEAT,IBIZA,1390,BENZYNA,"",1999-10-21,2012-07-04,2023-06-05,"",DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,44,1030,,,1999
SKODA,OCTAVIA,1968,OLEJ NAPĘDOWY,"",2009-04-17,2012-07-06,2023-06-13,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,103,1425,,,2009
VOLKSWAGEN,PASSAT 1.9 TDI VARIANT,1896,OLEJ NAPĘDOWY,"",1999-04-07,2012-07-09,2023-06-19,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,66,1350,,,1999
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2012-07-09,2012-07-09,2023-06-13,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,125,1543,,,2012
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2006-04-13,2012-07-11,2023-06-05,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,103,1585,,,2006
OPEL,SIGNUM,2959,OLEJ NAPĘDOWY,"",2003-11-27,2012-07-11,2023-06-09,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,130,1670,,,2003
OPEL,ASTRA,1598,BENZYNA,"",2003-03-14,2012-07-13,2023-06-14,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,74,1205,,,2003
OPEL,MERIVA,1248,OLEJ NAPĘDOWY,"",2005-06-02,2012-07-16,2023-06-16,"",DOLNOŚLĄSKIE,JAWOR,JAWORSKI,51,1393,,,2005
OPEL,ZAFIRA,1910,OLEJ NAPĘDOWY,"",2008-06-02,2012-07-18,2023-06-14,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,88,1613,,,2008
VOLKSWAGEN,GOLF,1896,OLEJ NAPĘDOWY,"",2008-06-13,2012-07-19,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,77,1326,,,2008
OPEL,ASTRA,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2005-12-06,2012-07-19,2023-06-15,"",DOLNOŚLĄSKIE,WOŁÓW,WOŁOWSKI,77,1245,,,2005
FORD,GALAXY 1.9 TDI,1896,OLEJ NAPĘDOWY,"",2002-11-29,2012-07-19,2023-06-19,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,85,1661,,,2002
KIA,CERATO,1493,OLEJ NAPĘDOWY,"",2006-05-02,2012-07-20,2023-06-16,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,75,1365,,,2006
TOYOTA,RAV4,1995,OLEJ NAPĘDOWY,"",2003-04-16,2012-07-23,2023-06-20,"",DOLNOŚLĄSKIE,LUBAŃ,LUBAŃSKI,85,1430,,,2003
MERCEDES-BENZ,A160L,1598,BENZYNA,"",2012-07-15,2012-07-26,2023-06-06,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,75,1115,,,2001
FORD,FOCUS,1596,BENZYNA,"",2003-03-24,2012-07-27,2023-06-12,"",DOLNOŚLĄSKIE,POLKOWICE,POLKOWICKI,74,1167,,,2003
TOYOTA,RAV4,2231,OLEJ NAPĘDOWY,"",2006-11-10,2012-08-01,2023-06-20,"",DOLNOŚLĄSKIE,ZŁOTORYJA,ZŁOTORYJSKI,100,1640,,,2006
RENAULT,CLIO,1149,BENZYNA,"",2009-12-02,2012-08-01,2023-06-05,"",DOLNOŚLĄSKIE,ZŁOTORYJA,ZŁOTORYJSKI,74,1195,,,2009
TOYOTA,YARIS,998,BENZYNA,"",2003-02-13,2012-08-01,2023-06-22,"",DOLNOŚLĄSKIE,POLKOWICE,POLKOWICKI,50,870,,,2003
KIA,CARNIVAL,2902,OLEJ NAPĘDOWY,"",2006-12-07,2012-08-03,2023-06-13,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,136,2250,,,2006
BMW,X3 XDRIVE20D,1995,OLEJ NAPĘDOWY,"",2011-05-20,2012-08-03,2023-06-09,"",DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,135,1715,149,,2011
TOYOTA,AURIS,1364,OLEJ NAPĘDOWY,"",2012-08-07,2012-08-07,2023-06-15,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,66,1290,128,,2012
CITROEN,C4,1560,OLEJ NAPĘDOWY,"",2012-08-09,2012-08-09,2023-06-12,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,82,1365,119,,2012
VOLKSWAGEN,POLO,1198,BENZYNA,"",2012-08-13,2012-08-13,2023-06-13,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,44,992,128,,2012
BMW,520,1951,OLEJ NAPĘDOWY,"",2001-06-01,2012-08-13,2023-06-20,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,100,1670,,,2001
OPEL,ASTRA,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2004-07-06,2012-08-13,2023-06-19,"",DOLNOŚLĄSKIE,WOŁÓW,WOŁOWSKI,77,1260,,,2004
HYUNDAI,IX35,1591,BENZYNA,"",2012-08-16,2012-08-16,2023-06-19,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,99,1305,158,,2012
TOYOTA,YARIS,1329,BENZYNA,"",2012-08-21,2012-08-21,2023-06-12,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,73,1025,123,,2012
VOLKSWAGEN,PASSAT,1781,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),1999-01-28,2012-08-22,2023-06-06,"",DOLNOŚLĄSKIE,DZIERŻONIÓW,DZIERŻONIOWSKI,110,1510,,,1998
HYUNDAI,I30,1591,BENZYNA,"",2012-08-22,2012-08-22,2023-06-01,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,99,1295,,,2012
MERCEDES-BENZ,E 240,2398,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2000-01-07,2012-08-23,2023-06-13,"",DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,120,1630,,,1999
BMW,320 D,1995,OLEJ NAPĘDOWY,"",2008-05-08,2012-08-24,2023-06-23,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,130,1580,,,2008
OPEL,VECTRA 1.9 CDTI,1910,OLEJ NAPĘDOWY,"",2005-05-31,2012-08-28,2023-06-23,"",DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,88,1605,,,2005
AUDI,A4 AVANT,1968,OLEJ NAPĘDOWY,"",2012-08-28,2012-08-28,2023-06-06,"",DOLNOŚLĄSKIE,BOLESŁAWIEC,BOLESŁAWIECKI,105,1575,129,,2012
FORD,FIESTA,1242,BENZYNA,"",2011-02-21,2012-08-28,2023-06-14,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,44,676,,,2011
CITROEN,XSARA PICASSO,1749,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2002-03-19,2012-08-28,2023-06-21,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,85,1320,,,2002
CITROEN,C3 1.4 HDI,1398,OLEJ NAPĘDOWY,"",2007-04-24,2012-08-28,2023-06-16,"",DOLNOŚLĄSKIE,MILICZ,MILICKI,50,1048,,,2007
SKODA,FABIA,1896,OLEJ NAPĘDOWY,"",2003-05-22,2012-08-31,2023-06-12,"",DOLNOŚLĄSKIE,MILICZ,MILICKI,74,1220,,,2003
AUDI,A3,1595,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2003-10-28,2012-09-04,2023-06-16,"",DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,75,1280,,,2003
VOLKSWAGEN,PASSAT,1896,OLEJ NAPĘDOWY,"",2002-07-01,2012-09-05,2023-06-15,"",DOLNOŚLĄSKIE,DZIERŻONIÓW,DZIERŻONIOWSKI,74,1473,,,2002
FORD,FUSION,1596,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2003-05-05,2012-09-07,2023-06-07,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,74,1151,,,2003
SEAT,LEON,1984,BENZYNA,"",2006-08-17,2012-09-10,2023-06-22,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,110,1335,,,2006
CITROEN,BERLINGO,1560,OLEJ NAPĘDOWY,"",2008-08-15,2012-09-10,2023-06-15,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,66,1504,,,2008
MERCEDES-BENZ,C 180 KOMPRESSOR,1796,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2003-12-08,2012-09-12,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,105,1475,,,2003
VOLKSWAGEN,PASSAT,1896,OLEJ NAPĘDOWY,"",2003-02-18,2012-09-14,2023-06-19,"",DOLNOŚLĄSKIE,ZĄBKOWICE ŚLĄSKIE,ZĄBKOWICKI,96,1491,,,2003
RENAULT,MEGANE SCENIC,1870,OLEJ NAPĘDOWY,"",2006-01-20,2012-09-14,2023-06-16,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,92,1505,,,2006
OPEL,ASTRA 1.6 KAT,1598,BENZYNA,"",2000-04-14,2012-09-14,2023-06-13,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,74,1194,,,2000
FORD,FOCUS,1596,BENZYNA,"",2001-11-08,2012-09-17,2023-06-05,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,74,1167,,,2001
PEUGEOT,207,1398,OLEJ NAPĘDOWY,NIE DOTYCZY,2012-09-17,2012-09-17,2023-06-22,"",DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,50,1184,110,,2012
VOLKSWAGEN,GOLF,1968,OLEJ NAPĘDOWY,"",2009-05-12,2012-09-18,2023-06-02,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,81,1474,,,2009
BMW,323,2494,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2001-01-05,2012-09-18,2023-06-02,"",DOLNOŚLĄSKIE,LWÓWEK ŚLĄSKI,LWÓWECKI,125,1370,,,2001
VOLKSWAGEN,FOX,1198,BENZYNA,"",2009-10-08,2012-09-19,2023-06-20,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,40,1069,,,2009
NISSAN,ALMERA,1769,BENZYNA,"",2001-06-29,2012-09-19,2023-06-07,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,84,1420,,,2001
CHRYSLER,PACIFICA 3.5 KAT,3518,BENZYNA,"",2005-06-07,2012-09-19,2023-06-16,"",DOLNOŚLĄSKIE,MILICZ,MILICKI,186,2180,,,2005
FORD,FOCUS,1596,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2007-10-26,2012-09-20,2023-06-16,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,74,1277,,,2007
OPEL,CORSA,1248,OLEJ NAPĘDOWY,"",2008-01-22,2012-09-20,2023-06-20,"",DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,55,1205,,,2008
VOLKSWAGEN,TOURAN,1869,OLEJ NAPĘDOWY,"",2003-07-25,2012-09-21,2023-06-07,"",DOLNOŚLĄSKIE,JAWOR,JAWORSKI,74,1573,,,2003
AUDI,A3,1595,BENZYNA,"",1997-10-23,2012-09-25,2023-06-16,"",DOLNOŚLĄSKIE,ŚRODA ŚLĄSKA,ŚREDZKI,74,1165,,,1997
VOLKSWAGEN,GOLF,1896,OLEJ NAPĘDOWY,"",2001-06-25,2012-09-25,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,66,1312,,,2001
SUZUKI,SWIFT 1.3 KAT,1328,BENZYNA,"",2009-03-16,2012-09-25,2023-06-20,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,68,1045,,,2009
SKODA,OCTAVIA 1.9 TDI,1896,OLEJ NAPĘDOWY,"",2001-09-05,2012-09-27,2023-06-13,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,81,1350,,,2001
NISSAN,PATHFINDER,2488,OLEJ NAPĘDOWY,"",2006-08-17,2012-09-27,2023-06-09,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,128,2160,,,2006
FORD,FOCUS,1753,OLEJ NAPĘDOWY,"",2005-07-26,2012-09-28,2023-06-16,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,85,1426,,,2005
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2008-04-22,2012-10-01,2023-06-23,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,103,1594,,,2008
BMW,730,2993,OLEJ NAPĘDOWY,"",2009-05-28,2012-10-02,2023-06-12,"",DOLNOŚLĄSKIE,TRZEBNICA,TRZEBNICKI,180,1940,,,2009
VOLKSWAGEN,PASSAT,1896,OLEJ NAPĘDOWY,"",2007-04-23,2012-10-02,2023-06-16,"",DOLNOŚLĄSKIE,LWÓWEK ŚLĄSKI,LWÓWECKI,77,1552,,,2007
PEUGEOT,406,2230,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2002-12-03,2012-10-02,2023-06-21,"",DOLNOŚLĄSKIE,POLKOWICE,POLKOWICKI,116,1464,,,2002
CITROEN,C3,1397,BENZYNA,"",2012-10-05,2012-10-05,2023-06-06,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,70,1143,,,2012
AUDI,A4,1896,OLEJ NAPĘDOWY,"",2001-01-30,2012-10-09,2023-06-05,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,85,1420,,,2001
OPEL,AGILA,973,BENZYNA,"",2001-10-23,2012-10-10,2023-06-16,"",DOLNOŚLĄSKIE,DZIERŻONIÓW,DZIERŻONIOWSKI,43,1040,,,2001
PEUGEOT,206,1360,BENZYNA,"",1999-10-19,2012-10-12,2023-06-15,"",DOLNOŚLĄSKIE,OŁAWA,OŁAWSKI,55,1055,,,1999
VOLKSWAGEN,TOURAN,1896,OLEJ NAPĘDOWY,"",2005-02-08,2012-10-15,2023-06-20,"",DOLNOŚLĄSKIE,WOŁÓW,WOŁOWSKI,66,1599,,,2005
OPEL,ASTRA,1364,BENZYNA,"",2006-09-28,2012-10-16,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,66,1230,,,2006
OPEL,ASTRA,1364,BENZYNA,"",2006-09-18,2012-10-18,2023-06-14,"",DOLNOŚLĄSKIE,ZĄBKOWICE ŚLĄSKIE,ZĄBKOWICKI,66,1280,,,2006
BMW,118D,1995,OLEJ NAPĘDOWY,"",2010-05-27,2012-10-19,2023-06-12,"",DOLNOŚLĄSKIE,ZGORZELEC,ZGORZELECKI,105,1395,,,2010
SEAT,ALTEA,1896,OLEJ NAPĘDOWY,"",2009-02-02,2012-10-22,2023-06-22,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,77,1519,,,2008
AUDI,A6,2393,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),1998-03-27,2012-10-24,2023-06-09,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,121,1505,,,1998
OPEL,ASTRA SPORTS TOURER,1686,OLEJ NAPĘDOWY,"",2012-10-25,2012-10-25,2023-06-12,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,81,1496,,,2012
MITSUBISHI,CARISMA,1834,BENZYNA,"",1999-11-08,2012-10-25,2023-06-12,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,92,1295,,,1999
OPEL,ASTRA 2.0 CDTI SPORTS TOURER,1956,OLEJ NAPĘDOWY,"",2010-07-13,2012-10-29,2023-06-02,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,118,1503,,,2010
DACIA,DUSTER,1598,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2012-10-30,2012-10-30,2023-06-09,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,77,1261,167,,2012
OPEL,COMBO-C,1686,OLEJ NAPĘDOWY,"",2006-01-05,2012-10-30,2023-06-06,"",DOLNOŚLĄSKIE,LUBIN,LUBIŃSKI,74,1290,,,2005
PEUGEOT,208,1199,BENZYNA,"",2012-10-31,2012-10-31,2023-06-06,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,60,975,,,2012
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2012-10-31,2012-10-31,2023-06-16,"",DOLNOŚLĄSKIE,KŁODZKO,KŁODZKI,77,1290,119,,2012
TOYOTA,AVENSIS 1.8,1794,BENZYNA,"",2003-09-23,2012-11-05,2023-06-07,"",DOLNOŚLĄSKIE,STRZELIN,STRZELIŃSKI,95,1340,,,2003
FIAT,SEDICI,1586,BENZYNA,"",2012-11-06,2012-11-06,2023-06-01,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,88,1165,141,,2012
PORSCHE,PANAMERA,4806,BENZYNA,"",2011-03-28,2012-11-07,2023-06-21,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,294,1985,,,2011
HONDA,CIVIC 5DR,1798,BENZYNA,"",2012-11-07,2012-11-07,2023-06-01,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,104,1247,137,,2012
FIAT,PUNTO,1242,BENZYNA,"",2000-10-30,2012-11-07,2023-06-02,"",DOLNOŚLĄSKIE,JELENIA GÓRA,JELENIA GÓRA,44,935,,,2000
BMW,318,1995,BENZYNA,GAZ PŁYNNY (PROPAN-BUTAN),2002-08-29,2012-11-08,2023-06-13,"",DOLNOŚLĄSKIE,LEGNICA,LEGNICA,105,1395,,,2002
VOLKSWAGEN,JETTA,1598,OLEJ NAPĘDOWY,"",2012-11-13,2012-11-13,2023-06-22,"",DOLNOŚLĄSKIE,POLKOWICE,POLKOWICKI,77,1317,119,,2012
SKODA,OCTAVIA,1598,OLEJ NAPĘDOWY,"",2012-11-14,2012-11-14,2023-06-20,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,77,1275,119,,2012
RENAULT,MEGANE,1598,BENZYNA,"",2003-09-18,2012-11-15,2023-06-23,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,83,1275,,,2003
VOLKSWAGEN,GOLF,1390,BENZYNA,"",2007-08-30,2012-11-15,2023-06-20,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,59,1228,,,2007
OPEL,CORSA,1229,BENZYNA,"",2012-11-16,2012-11-16,2023-06-21,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,63,1088,129,,2012
FIAT,500 ABARTH,1368,BENZYNA,"",2012-11-16,2012-11-16,2023-06-07,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,99,1089,155,,2012
OPEL,CORSA,1398,BENZYNA,"",2012-11-16,2012-11-16,2023-06-06,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,74,1124,134,,2012
JEEP,GRAND CHEROKEE SRT8,6417,BENZYNA,"",2012-11-19,2012-11-19,2023-06-17,"",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,344,2343,218,,2012
AUDI,A4,1896,OLEJ NAPĘDOWY,"",2002-02-28,2012-11-20,2023-06-15,"",DOLNOŚLĄSKIE,KAMIENNA GÓRA,KAMIENNOGÓRSKI,74,1502,,,2002
SKODA,ROOMSTER,1197,BENZYNA,"",2012-11-26,2012-11-26,2023-06-01,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,77,1162,,,2012
VOLKSWAGEN,PASSAT,1968,OLEJ NAPĘDOWY,"",2006-05-25,2012-11-26,2023-06-09,"",DOLNOŚLĄSKIE,WROCŁAW-STARE MIASTO,WROCŁAW,103,1635,,,2006
OPEL,ASTRA,1686,OLEJ NAPĘDOWY,"",2001-08-01,2012-11-27,2023-06-23,"",DOLNOŚLĄSKIE,ZĄBKOWICE ŚLĄSKIE,ZĄBKOWICKI,55,1280,,,2001
FIAT,500,1242,BENZYNA,"",2012-11-28,2012-11-28,2023-06-15,"",DOLNOŚLĄSKIE,DZIERŻONIÓW,DZIERŻONIOWSKI,51,900,119,,2012
VOLVO,S80,1984,OLEJ NAPĘDOWY,"",2012-12-04,2012-12-04,2023-06-19,"",DOLNOŚLĄSKIE,JAWOR,JAWORSKI,120,1647,,,2012
FORD,FIESTA,1399,OLEJ NAPĘDOWY,"",2012-12-04,2012-12-04,2023-06-09,"",DOLNOŚLĄSKIE,ŚWIDNICA,ŚWIDNICKI,,1030,104,4,2012
TOYOTA,YARIS,998,BENZYNA,"",2004-11-09,2012-12-05,2023-06-02,"",DOLNOŚLĄSKIE,OLEŚNICA,OLEŚNICKI,48,955,,,2004
MERCEDES-BENZ,B 170,1699,BENZYNA,"",2008-01-23,2012-12-06,2023-06-05,"",DOLNOŚLĄSKIE,BOLESŁAWIEC,BOLESŁAWIECKI,85,1310,,,2008
BMW,X3,1995,OLEJ NAPĘDOWY,"",2005-03-18,2012-12-11,2023-06-07,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,110,1820,,,2005
KIA,SPORTAGE,1591,BENZYNA,"",2012-12-11,2012-12-11,2023-06-22,"",DOLNOŚLĄSKIE,BOLESŁAWIEC,BOLESŁAWIECKI,99,1305,,,2012
TOYOTA,AVENSIS,1998,OLEJ NAPĘDOWY,"",2008-08-06,2012-12-27,2023-06-16,"",DOLNOŚLĄSKIE,LUBAŃ,LUBAŃSKI,93,1500,146,,2008
CITROEN,C2,1360,BENZYNA,"",2008-05-29,2012-12-27,2023-06-01,"",DOLNOŚLĄSKIE,WROCŁAW-KRZYKI,WROCŁAW,54,1065,,,2007
